HostFName	HostGName	HostSpName	HostSSpName	HostAuthorName
Proteaceae	Grevillea	oligomera		(McGill.) Olde & Marriott
Asteraceae	Berkheya	onobromoides		(DC.) O. Hoffm. & Muschl.
Myrtaceae	Corymbia	opaca		(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson
Euphorbiaceae	Beyeria	opaca		F.Muell.
Myrtaceae	Metrosideros	operculata		Labill.
Moraceae	Ficus	opposita	var. opposita	Miq.
Moraceae	Ficus	opposita	var. opposita	
Scrophulariaceae	Eremophila	oppositifolia	angustifolia	(S.Moore) Chinnock
Chenopodiaceae	Maireana	oppositifolia		(F. Muell.) Paul G. Wilson
Asteraceae	Tripteris	oppositifolia		(Aiton) B. Nord.
Scrophulariaceae	Eremophila	oppositifolia	angustifolia	(S. Moore) Chinnock
Myoporaceae	Eremophila	oppositifolia	angustifolia	(S.Moore) Chinnock
Asteraceae	Tripteris	oppositifolia		(Ait.) B. Nord.
Rhamnaceae	Pomaderris	oraria	subsp. calcicola	N.G. Walsh
Rhamnaceae	Pomaderris	oraria	subsp. oraria	F. Muell. ex Reissek
Solanaceae	Solanum	orbiculatum	subsp. orbiculatum	Poir.
Solanaceae	Solanum	orbiculatum	subsp. orbiculatum	Dunal ex Poir.
Solanaceae	Solanum	orbiculatum	orbiculatum	Poir.
Malvaceae	Sidalcea	oregana		(Nutt. ex Torr & A. Gray) A. Gray
Caprifoliaceae	Symphoricarpos	oreophilus		Gray
Caprifoliaceae	Symphoricarpos	oreophilus		A. Gray
Mimosaceae	Acacia	orthocarpa		F.Muell.
Fabaceae	Acacia	oswaldii		F.Muell.
Fabaceae	Acacia	oswaldii		F. Muell.
Malvaceae	Abutilon	otocarpum		F.Muell
Malvaceae	Abutilon	otocarpum		F.Muell.
Goodeniaceae	Scaevola	ovalifolia		R.Br.
Euphorbiaceae	Euphorbia	ovalifolia		Kostel.
Fabaceae	Cassia	ovata		Mérat & Lens ex Geiger
Goodeniaceae	Goodenia	ovata		Sm.
Rosaceae	Potentilla	ovina		Macoun ex J.M. Macoun
Malvaceae	Abutilon	oxycarpum		(F. Muell.) F. Muell. ex Benth.
Cupressaceae	Juniperus	oxycedrus		L.
Mimosaceae	Acacia	pachyacra		Maiden & Blakely
Santalaceae	Leptomeria	pachyclada		Diels
Myrtaceae	Baeckea	pachyphylla		Benth.
Thymelaeaceae	Passerina	paleacea		Wikstr.
Droseraceae	Drosera	pallida		Lindl.
Ulmaceae	Celtis	pallida		Torr.
Cannabaceae	Celtis	pallida	var. pallida	
Poaceae	Enneapogon	pallidus		(R. Br.) P. Beauv.
Fagaceae	Quercus	palmeri		Engelm.
Casuarinaceae	Allocasuarina	paludosa		(Sieber ex Spreng.) L. Johnson
Casuarinaceae	Allocasuarina	paludosa		(Sieber ex Spreng.) L.A.S. Johnson
Cupressaceae	Neocallitropsis	pancheri		(Carriere) de Laub.
Rosaceae	Cliffortia	pancistaminea		Weim.
Proteaceae	Hakea	pandanicarpa		R. Br.
Asteraceae	Pteronia	paniculata		Thurb.
Lamiaceae	Pityrodia	paniculata		(F. Muell.) Benth.
Convolvulaceae	Jacquemontia	paniculata		(Burm.f.) Hallier f.
Solanaceae	Anthotroche	pannosa		Endl.
Myoporaceae	Eremophila	pantonii		F.Muell
Geraniaceae	Pelargonium	papilionaceum		(L.) L''Her.
Fabaceae	Acacia	paradoxa		DC.
Proteaceae	Grevillea	paradoxa		F. Muell.
Casuarinaceae	Allocasuarina	paradoxa		(Macklin) L.A.S. Johnson
Mimosaceae	Acacia	paraneura		Randell
Fabaceae	Acacia	paraneura		Randell
Labiatae	Trichostema	parishii		Vasey
Fabaceae	Acacia	parramattensis		
Myrtaceae	Agonis	parviceps		Schauer
Myrtaceae	Taxandria	parviceps		(Schauer) J.R. Wheeler & N.G. Marchant   ms
Myrtaceae	Scholtzia	parviflora		F.Muell.
Malvaceae	Malva	parviflora		L.
Asteraceae	Hymenolepis	parviflora		(L.) DC
Rutaceae	Geijera	parviflora		Lindley
Malvaceae	Gaya	parviflora		(Phil.) Krapov
Rutaceae	Geijera	parviflora		Lindl.
Myrtaceae	Scholtzia	parviflora		F. Muell.
Epacridaceae	Leucopogon	parviflorus		(Andrews) Lindl.
Tiliaceae	Corchorus	parviflorus		(Benth.) Domin
Malvaceae	Corchorus	parviflorus		(Benth.) Domin
Ericaceae	Leucopogon	parviflorus		(Andrews) Lindl.
Tiliaceae	Corchorus	parviflorus		Domin
Myoporaceae	Eremophila	parvifolia	parvifolia ?	J.M. Black
Goodeniaceae	Scaevola	parvifolia	acuminata	Benth.
Chloanthaceae	Dicrastylis	parvifolia		F.Muell.
Rosaceae	Rubus	parvifolius		L.
Asteraceae	Eupatorium	patens		D. Don ex Hook & Arn.
Asteraceae	Helichrysum	patulum		(L.) D. Don
Myrtaceae	Melaleuca	pauciflora		Turcz.
Myrtaceae	Eremaea	pauciflora		(Endl.) Druce
Myrtaceae	Chamelaucium	pauciflorum	thryptomenioides	(D.A. Herb.) N.G. Marchant & Keighery ms
Euphorbiaceae	Calycopeplus	paucifolius		(Klotzsch) Baill.
Casuarinaceae	Casuarina	pauper		F. Muell. ex L. Johnson
Casuarinaceae	Casuarina	pauper		F. Muell.
Casuarinaceae	Casuarina	pauper		L.A.S. Johnson
Casuarinaceae	Casuarina	pauper		F. Muell. ex L.A.S. Johnson
Myrtaceae	Melaleuca	pauperiflora	pauperiflora	F.Muell.
Myrtaceae	Melaleuca	pauperiflora	fastigiata	Barlow
Myrtaceae	Melaleuca	pauperiflora		F. Muell.
Melianthaceae	Melianthus	pectinatus		Harv.
Myrtaceae	Pileanthus	peduncularis	subsp. pilifer	Keighery
Myrtaceae	Pileanthus	peduncularis	borealis	Endl.
Myrtaceae	Pileanthus	peduncularis	borealis	Keighery ms
Myrtaceae	Malleostemon	pedunculatus		J.W. Green
Droseraceae	Drosera	peltata		Thurb.
Fabaceae	Acacia	pendula		A. Cunn. ex G. Don
Fabaceae	Acacia	pendula		A. Cunn. & G. Don
Fabaceae	Acacia	pennatula		(Schldl. & Cham) Benth.
Oleaceae	Fraxinus	pennsylvanica		Marsh.
Mimosaceae	Acacia	pentadenia		Lindl.
Myrtaceae	Baeckea	pentagonantha		F. Muell.
Myrtaceae	Baeckea	pentagonantha		F.Muell.
Fabaceae	Dorycnium	pentaphyllum		Scop.
Fabaceae	Aspalathus	perfoliata		(Lam.) R. Dahlgren
Clusiaceae	Hypericum	perforatum		L.
Chenopodiaceae	Halosarcia	pergranulata	pergranulata	(J.M. Black) Paul G. Wilson
Cyperaceae	Lepidosperma	perteres		C.B. Clarke
Asteraceae	Eupatorium	petiolare		Moench
Sapindaceae	Dodonaea	petiolaris		F.Muell.
Proteaceae	Grevillea	petrophiloides		Meisn.
Malvaceae	Sida	phaeotricha		F. Muell.
Oleaceae	Forestiera	phillyreoides		(Benth.) Torr.
Myrtaceae	Melaleuca	phoidophylla		Craven
Fabaceae	Phyllota	phylicoides		(Sieber ex DC.) Benth.
Myoporaceae	Eremophila	phyllopoda	subsp. obliqua	Chinnock
Myrtaceae	Verticordia	picta		Endl.
Malvaceae	Sida	pilbarensis		R.M. Barker
Asteraceae	Oncosiphon	piliferum		(L.f.) Kallersjo
Anacardiaceae	Schinus	piliferus	var. boliviensis	(F.A. Barkley) F.A. Barkley
Anacardiaceae	Schinus	piliferus	var. piliferus	
Asteraceae	Oncosiphon	piluliferum		(L.f.) Kallersjo
Asteraceae	Olearia	pimeleoides		(DC.) Benth.
Mimosaceae	Acacia	pinguiculosa	teretifolia	Benth.
Brassicaceae	Stanleya	pinnata		(Pursh) Britton
Asteraceae	Senecio	pinnatifolius	var. lanceolatus	(Benth.) I. Thomps
Asteraceae	Senecio	pinnatifolius	var. pinnatifolius	A. Rich.
Asteraceae	Osteospermum	pinnatum		(Thunb.) Norl.
Malvaceae	Alyogyne	pinoniana		(Gaudich.)Fryxell
Malvaceae	Alyogyne	pinoniana		(Gaudich.) Fryxell
Malvaceae	Sida	platycalyx		F. Muell. ex Benth.
Myoporaceae	Eremophila	platycalyx	subsp. pardalota	F.Muell.
Myoporaceae	Myoporum	platycarpum		R.Br.
Myoporaceae	Myoporum	platycarpum		R. Br.
Brassicaceae	Lepidium	platypetalum		Hewson
Myrtaceae	Eucalyptus	platyphylla		F. Muell.
Moraceae	Ficus	platypoda		(Miq.) Miq.
Myoporaceae	Eremophila	platythamnos	platythamnos ms	Diels
Boraginaceae	Heliotropium	pleiopterum		F.Muell.
Myrtaceae	Eucalyptus	pleurocarpa		Schauer
Fabaceae	Senna	pleurocarpa	var. pleurocarpa	(F.Muell.) Randell
Solanaceae	Solanum	plicatile		(S.Moore) Symon
Myrtaceae	Verticordia	plumosa	var. plumosa	(Desf.) Druce
Asteraceae	Stoebe	plumosa		(L.) Thunb.
Asteraceae	Stoebe	plumosa		Thurb.
Euphorbiaceae	Acalypha	poiretii		Spreng.
Proteaceae	Grevillea	polybotrya		Meisn.
Myoporaceae	Eremophila	polyclada		(F. Muell.) F. Muell.
Myrtaceae	Leptospermum	polygalifolium		Salisb.
Fagaceae	Quercus	polymorpha		Cham. & Schltdl.
Poaceae	Enneapogon	polyphyllus		(Domin) N.T. Burb.
Chenopodiaceae	Maireana	polypterygia		(Diels) Paul G. Wilson
Amaranthaceae	Ptilotus	polystachyus	var. polystachyus	(Gaudich.) F.Muell.
Amaranthaceae	Ptilotus	polystachyus	var. arthrotrichus	Benl
Amaranthaceae	Ptilotus	polystachyus		F.Muell.
Myrtaceae	Verticordia	polytricha		Benth.
Lauraceae	Cassytha	pomiformis		Nees
Myrtaceae	Eucalyptus	populnea	populnea	F. Muell.
Malvaceae	Thespesia	populnea		(L.) Correa
Sterculiaceae	Brachychiton	populneum		(Schott) R. Br.
Sterculiaceae	Brachychiton	populneus	subsp. populneus	(Schott & Endl.) R.Br.
Sterculiaceae	Brachychiton	populneus		(Schott & Endl.) R. Br.
Myrtaceae	Eucalyptus	porosa		F. Muell. ex Miq.
Myrtaceae	Phymatocarpus	porphyrocephalus		F.Muell.
Myrtaceae	Phymatocarpus	porphyrocephalus		F. Muell.
Aizoaceae	Drosanthemum	praecultum		(N.E.Br.) Schwantes
Fabaceae	Acacia	prainii		Maiden
Santalaceae	Leptomeria	preissiana		(Miq.) A.DC.
Myrtaceae	Kunzea	preissiana		Schauer
Myrtaceae	Melaleuca	preissiana		Schauer
Xanthorrhoeaceae	Xanthorrhoea	preissii		Endl.
Loranthaceae	Amyema	preissii		(Miq.) Tiegh.
Chenopodiaceae	Rhagodia	preissii		Moq.
Chenopodiaceae	Rhagodia	preissii	subsp. obovata	(Moq.) Paul G. Wilson
Proteaceae	Hakea	preissii		Meisn.
Chenopodiaceae	Rhagodia	preissii	preissii	Moq.
Cupressaceae	Callitris	preissii		Miq.
Cupressaceae	Callitris	preissis		Miq.
Ericaceae	Arctostaphylos	pringlei		Parry
Proteaceae	Banksia	prionotes		Lindl.
Chenopodiaceae	Atriplex	prionotes		Boucher ex DC
Malvaceae	Abutilon	pritzelianum		(Domin) R.M. Barker
Fabaceae	Lotus	procumbens		(Greene) Greene
Moraceae	Ficus	prolixa		G. Forst.
Fabaceae	Kennedia	prorepens		(F.Muell.) F.Muell.
Proteaceae	Hakea	prostrata		R. Br.
Mimosaceae	Acacia	pruinocarpa		Tindale
Sapindaceae	Jagera	pseudorhus	var. pseudorhus	
Proteaceae	Grevillea	pteridifolia		Knight
Asteraceae	Baccharis	pteronioides		DC.
Proteaceae	Grevillea	pterosperma		F. Muell.
Chenopodiaceae	Halosarcia	pterygosperma		(J.M.Black) Paul G.Wilson
Fagaceae	Quercus	pubescens		Willd.
Solanaceae	Physalis	pubescens		L.
Euphorbiaceae	Petalostigma	pubescens		Domin
Fabaceae-Faboideae	Cajanus	pubescens		(Ewart & Morrison) Maesen
Lauraceae	Cassytha	pubescens		R.Br.
Fabaceae-Mimosaceae	Mimosa	pudica	var. unijuga	(Walp. & Duchass.) Griseb.
Mimosaceae	Acacia	pulchella	var. glaberrima	Meisn.
Myrtaceae	Kunzea	pulchella		(Lindl.) A.S. George
Mimosaceae	Acacia	pulchella	var. goadbyi	(Domin) Maslin
Myrtaceae	Melaleuca	pulchella		R. Br.
Mimosaceae	Acacia	pulchella	var. pulchella	R. Br.
Fabaceae	Aspalathus	pulicifolia		R. Dahlgren
Amaranthaceae	Chenopodium	pumilio		R. Br.
Asteraceae	Pentzia	punctata		Harv.
Asteraceae	Eriocephalus	punctulatus		DC.
Theophrastaceae	Jacquinia	pungens		A. Gray
Ericaceae	Arctostaphylos	pungens		Kunth
Anthericaceae	Corynotheca	pungens		R.J.F. Hend.
Onagraceae	Clarkia	purpurea		(Curt.) A. Nels. & Macbr.
Casuarinaceae	Allocasuarina	pusilla		(Macklin) L.A.S. Johnson
Asteraceae	Chrysocephalum	puteale		(S.Moore) Paul G. Wilson
Zygophyllaceae	Zygophyllum	pygmaeum		Eckl. & Zeyh.
Proteaceae	Grevillea aff.	pyramidalis	subsp. pyramidalis	R.Br.
Gyrostemonaceae	Codonocarpus	pyramidalis		(F.Muell.) F.Muell.
Cupressaceae	Actinostrobus	pyramidalis		Miq.
Chenopodiaceae	Maireana	pyramidata		(Benth.) Paul G. Wilson
Mimosaceae	Acacia	pyrifolia	var. pyrifolia	DC.
Ericaceae	Erica	quadrangularis		Salisb.
Asteraceae	Senecio	quadridentatus		Labill.
Myrtaceae	Calothamnus	quadrifidus		R. Br.
Myrtaceae	Calothamnus	quadrifidus		R.Br.
Euphorbiaceae	Petalostigma	quadriloculare		F.Muell.
Fabaceae	Acacia	quadrimarginea		F. Muell.
Sterculiaceae	Hannafordia	quadrivalvis		F.Muell.
Poaceae	Themeda	quadrivalvis		(L.) Kuntze
Loranthaceae	Amyema	quandang		(Lindley) Tieghem
Loranthaceae	Amyema	quandang	var. quandang	(Lindley) Tieghem
Loranthaceae	Amyema	quandang	var. quandang	(Lindl.) Tieghem
Goodeniaceae	Goodenia	quasilibera		Carolin
Grossulariaceae	Ribes	quercetorum		Greene
Asteraceae	Othonna	quercifolia		DC.
Rutaceae	Chorilaena	quercifolia		Endl.
Myrtaceae	Melaleuca	quinquenervia		(Cav.) S.T. Blake
Platanaceae	Platanus	racemosa		Nutt.
Lauraceae	Cassytha	racemosa		Nees
Lauraceae	Cassytha	racemosa	forma racemosa	Nees
Combretaceae	Lumnitzera	racemosa		Willd.
Dilleniaceae	Hibbertia	racemosa		(Endl.) Gilg
Myrtaceae	Micromyrtus	racemosa	var. mucronata	Benth.
Lauraceae	Cassytha	racemosa		Née
Lamiaceae	Teucrium	racemosum		R. Br.
Asteraceae	Eriocephalus	racemosus		L.
Cucurbitaceae	Echinopepon	racemosus		(Steud.) C. Jeffrey
Geraniaceae	Pelargonium	radens		H.E. Moore
Myrtaceae	Melaleuca	radula		Lindl.
Goodeniaceae	Goodenia	ramelii		F.Muell.
Oleaceae	Chionanthus	ramiflorus		Roxb.
Olacaceae	Chionanthus	ramiflorus		Roxb.
Rutaceae	Diosma	ramosissima		Bartl. & Wendl.
Rutaceae	Diosma	ramosissima		Bartl. & H.L. Wendl.
Hydrophyllaceae	Phacelia	ramosissima		Dougl. ex Lehm.
Asteraceae	Othonna	ramulosa		DC.
Mimosaceae	Acacia	ramulosa	var. linophylla	(W. Fitzg.) Pedley
Fabaceae	Acacia	ramulosa	var. linophylla	(W. Fitzg.) Pedley
Papilionaceae	Mirbelia	ramulosa		(Benth.) C.A. Gardner
Fabaceae	Acacia	ramulosa		W.Fitzg.
Fabaceae	Acacia	ramulosa	var. ramulosa	W. Fitzg.
Mimosaceae	Acacia	ramulosa ?		Fitzg.
Gyrostemonaceae	Gyrostemon	ramulosus		Desf.
Proteaceae	Hakea	recurva	recurva	Meisn.
Proteaceae	Petrophile	recurva		Foreman
Bromeliaceae	Tillandsia	recurvata		(L.) L.
Rutaceae	Correa	reflexa		(Labill.) Vent.
Xanthorrhoeaceae	Xanthorrhoea	resinifera		(Sol. ex Kite) E.C. Nelson & D.J. Bedford
Mimosaceae	Acacia	resinomarginea		W. Fitzg.
Papilionaceae	Pultenaea	reticulata		(Sm.) Benth.
Fabaceae-Faboideae	Cajanus	reticulatus		(Aiton) F. Muell.
Zygophyllaceae	Zygophyllum	retrofractum		Thurb.
Tiliaceae	Grewia	retusifolia		Kurz
Asteraceae	Arctotis	revoluta		Jacq.
Asteraceae	Helichrysum	revolutum		(Thunb.) Less.
Chenopodiaceae	Dysphania	rhadinostachya	subsp. rhadinostachya	(F. Muell.) A.J. Scott
Myrtaceae	Melaleuca	rhaphiophylla		Schauer
Asteraceae	Elytropappus	rhinocerotis		(L.f.) Less.
Asteraceae	Elytropappus	rhinocerotis		Less.
Tiliaceae	Triumfetta	rhomboidea		Jacq.
Cupressaceae	Callitris	rhomboidea		R. Br. ex A. Rich. & Rich.
Cupressaceae	Callitris	rhomboidea		
Fabaceae	Acacia	rigens		A.Cunn. ex G.Don
Lamiaceae	Westringia	rigida		R.Br.
Lamiaceae	Stachys	rigida	var. rigida	Nutt. ex Benth.
Sterculiaceae	Hermannia	rigida		Harv.
Papilionaceae	Jacksonia	rigida		Chappill
Thymelaeaceae	Passerina	rigida		Wikstr.
Poaceae	Triodia	rigidissima		(Pilg.) Lazarides
Dilleniaceae	Hibbertia	riparia		(R. Br. ex DC.) Hoogland
Dilleniaceae	Hibbertia	riparia		(R. Br. ex DC.) Hoogl.
Fabaceae	Acacia	rivalis		J.Black
Fabaceae	Acacia	rivalis		J. Black
Myrtaceae	Baeckea	robusta		F.Muell.
Acanthaceae	Monechma	robustum		P. Bond
Myrtaceae	Verticordia	roei		Endl.
Cupressaceae	Callitris	roei		(Endl.) F. Muell.
Cupressaceae	Callitris	roei ?		(Endl.) F. Muell.
Cupressaceae	Callitris	roei ?		(Endl.) F.Muell.
Malvaceae	Sida	rohlenae	subsp. rohlenae	Domin
Malvaceae	Hibiscus	rosa-sinensis		L.
Convolvulaceae	Bonamia	rosea		(F. Muell.) Hallier f
Papilionaceae	Tephrosia	rosea		Benth.
Thymelaeaceae	Pimelea	rosea		R.Br.
Thymelaeaceae	Pimelea	rosea		R. Br.
Myrtaceae	Malleostemon	roseus		(E. Pritz.) J.W. Green
Myrtaceae	Malleostemon	roseus		(E.Pritz.)J.W.Green
Proteaceae	Grevillea	rosmarinifolia		A. Cunn.
Asteraceae	Ozothamnus	rosmarinifolius		(Labill.) DC.
Mimosaceae	Acacia	rossei		F.Muell
Mimosaceae	Acacia	rostellifera		Benth.
Asteraceae	Helichrysum	rosum		(P.J.Bergius) Less.
Poaceae	Mnesithea	rottboellioides		(R. Br.) de Koning & Sosef
Restionaceae	Ischyrolepis	rottboellioides		(Kunth) Linder (female)
Amaranthaceae	Ptilotus	rotundifolius		(F. Muell.) F. Muell.
Amaranthaceae	Ptilotus	rotundifolius		(F.Muell.) F.Muell.
Mimosaceae	Acacia	roycei		Maslin
Valerianaceae	Centranthus	ruber		(L.) DC.
Moraceae	Ficus	rubiginosa		Desf. ex Vent.
Cunoniaceae	Bauera	rubioides		Andrews
Ericaceae	Erica	rugata		E.G.H. Oliver
Fagaceae	Quercus	rugosa		Née
Myrtaceae	Leptospermum	rupestre		Hook.f.
Rosaceae	Cliffortia	ruscifolia		L.f.
Proteaceae	Hakea	ruscifolia		Labill.
Rosaceae	Cliffortia	ruscifolia		L.
Asteraceae	Helichrysum	rutilans		(L.) D. Don
Malvaceae	Hibiscus	sabdariffa		L.
Pinaceae	Pinus	sabiniana		Douglas
Myrtaceae	Eucalyptus	sabulosa		Rule
Rutaceae	Diosma	sabulosa		I. Williams
Asteraceae	Baccharis	salicifolia		(Ruiz & Pav-n) Pers.
Rutaceae	Geijera	salicifolia	var. salicifolia	
Asteraceae	Baccharis	salicifolia		(Ruiz & Pav.) Pers.
Rutaceae	Geijera	salicifolia	var. salicifolia	Schott
Asteraceae	Barkleyanthus	salicifolius		(Kunth) H. Rob. & Brettell
Asteraceae	Barkleyanthus	salicifolius		(Kunth) H. Rob. & Brett
Asteraceae	Barkleyanthus	salicifolius		(Kunth) H.Rob. &. Brett
Fabaceae-Mimosaceae	Acacia	salicina		Lindl.
Asteraceae	Bedfordia	salicina		(Labill.) DC.
Mimosaceae	Acacia	saligna	subsp. lindleyi	(Meisn.) M.W. McDonald & Maslin ms
Fabaceae	Acacia	saligna		(Labill.) H.L. Wendl.
Mimosaceae	Acacia	saligna		(Labill.) H.L. Wendl
Myrtaceae	Eucalyptus	salmonophloia		F. Muell.
Asteraceae	Hymenoclea	salsola		T. & G. ex Gray
Asteraceae	Hymenoclea	salsola		Torr. & A. Gray
Chenopodiaceae	Bassia	salsoloides		(Fenzl) A.J.Scott
Myrtaceae	Eucalyptus	salubris		F. Muell.
Myrtaceae	Eucalyptus	salubris		F.Muell.
Myrtaceae	Calothamnus	sanguineus		Labill.
Myrtaceae	Melaleuca	sapientes		Craven
Aizoaceae	Galenia	sarcophylla		Fenzl
Asteraceae	Madia	sativa		Molina
Asteraceae	Anemocarpa	saxatilis		(Paul G. Wilson) Paul G. Wilson
Poaceae	Festuca	saximontana		Rydb.
Ericaceae	Erica	scabriuscula		Lodd.
Proteaceae	Isopogon	scabriusculus	stenophyllus	D.Foreman
Asteraceae	Helichrysum	scabrum		Less
Asteraceae	Helichrysum	scabrum		Less.
Geraniaceae	Pelargonium	scabrum		(Burm.f.) L''Her.
Goodeniaceae	Goodenia	scaevolina		F.Muell.
Restionaceae	Meeboldina	scariosa		(R. Br.) B.G. Briggs & L.A.S. Johnson
Myrtaceae	Beaufortia	schaueri		Schauer
Aizoaceae	Leipoldtia	schultzei		(Schltr. & Diels) Friedrich
Ficoidaceae	Leipoldtia	schultzei		(Schltr. & Diels) Friedrich
Poaceae	Ectrosia	schultzii		Benth.
Cupressaceae	Widdringtonia	schwarzii		(Marloth)
Poaceae	Spartochloa	scirpoidea		(Steud.) C.E. Hubb.
Fabaceae	Acacia	sclerophylla	var. sclerophylla	Lindl.
Mimosaceae	Acacia	sclerosperma	subsp. sclerosperma	F.Muell.
Myoporaceae	Eremophila	scoparia		(R.Br.) F.Muell.
Scrophulariaceae	Eremophila	scoparia		(R.Br.) F.Muell.
Scrophulariaceae	Eremophila	scoparia		(R. Br.) F. Muell.
Epacridaceae	Richea	scoparia		
Fabaceae-Faboideae	Jacksonia	scoparia		R.Br.
Myrtaceae	Leptospermum	scoparium		J.R. Forst. & G. Forst.
Fabaceae	Sarothamnus	scoparius		(L.) W.D.J. Koch
Fabaceae	Lotus	scoparius	var. brevialatus	Ottley
Solanaceae	Solanum	seaforthianum		Andrews
Sapotaceae	Beccariella	seberti		Pierre
Chenopodiaceae	Maireana	sedifolia		(F. Muell.) Paul G. Wilson
Taxodiaceae	Athrotaxis	selaginoides		D. Don
Chenopodiaceae	Atriplex	semibaccata		R. Br.
Xanthorrhoeaceae	Xanthorrhoea	semiplana	semiplana	F. Muell.
Cupressaceae	Cupressus	sempervirens		L.
Convolvulaceae	Calystegia	sepium		(L.) R. Br.
Convolvulaceae	Calystegia	sepium		R. Br.
Fabaceae	Dillwynia	sericea	subsp. rudis	DC.
Rutaceae	Philotheca	sericea		(Paul G. Wilson) Paul G. Wilson
Dilleniaceae	Hibbertia	sericea		(R. Br. ex DC.) Benth.
Dilleniaceae	Hibbertia	sericea	var. sericea	(DC.) Benth.
Fabaceae	Lebeckia	sericea		Thurb.
Thymelaeaceae	Pimelea	sericea		R.Br.
Dilleniaceae	Hibbertia	sericea sp. aff.		(R.Br. ex DC.) Benth.
Goodeniaceae	Scaevola	sericophylla		Benth.
Fabaceae	Aspalathus	serpens		R. Dahlgren
Rutaceae	Agathosma	serpyllacea		Licht. ex Roem. & Schult.
Thymelaeaceae	Pimelea	serpyllifolia	subsp. serpyllifolia	R.Br.
Thymelaeaceae	Pimelea	serpyllifolia	subsp. serpyllifolia	R. Br.
Dilleniaceae	Hibbertia	serrata		Hotchk.
Lamiaceae	Premna	serratifolia		L.
Scrophulariaceae	Eremophila	serrulata		(A.DC.) Druce
Myoporaceae	Eremophila	serrulata		(A.DC.) Druce
Fabaceae	Lebeckia	sessilifolia		(Eckl. & Zeyh.) Benth.
Proteaceae	Dryandra	sessilis	var. flabellifolia	A.S. George
Proteaceae	Dryandra	sessilis		(Knight) Domin
Myoporaceae	Eremophila	setacea		Chinnock
Myrtaceae	Melaleuca	sheathiana		W. Fitzg.
Myrtaceae	Melaleuca	sheathiana		W.Fitzg.
Fabaceae	Acacia	sibina		Maslin
Mimosaceae	Acacia	sibirica		S. Moore
Tiliaceae	Corchorus	sidoides		F.Muell.
Poaceae	Poa	sieberiana		Spreng.
Cyperaceae	Gahnia	sieberiana		Kunth
Solanaceae	Solanum	simile		F.Muell.
Casuarinaceae	Allocasuarina	simulans		L. Johnson
Asteraceae	Tripteris	sinuata	sinuata	DC.
Asteraceae	Dimorphotheca	sinuata		DC.
Asteraceae	Tripteris	sinuata	var. linearis	DC. (Harv.) B. Nord.
Labiatae	Scutellaria	siphocampyloides		Vatke
Myrtaceae	Acmena	smithii		(Poir.) Merr. & L.M. Perry
Myrtaceae	Eucalyptus	socialis		F. Muell. ex Miq.
Cyperaceae	Gahnia	sp.		
Zygophyllaceae	Zygophyllum	sp.		
Proteaceae	Isopogon	sp.		Newdegate (D.B. Foreman 771)
Lamiaceae	Salvia	sp.		
Betulaceae	Betula	sp.		
Chenopodiaceae	Atriplex	sp.		
Casuarinaceae	Allocasuarina	sp.		
Asteraceae	Ambrosia	sp.		
Chenopodiaceae	Salsola	sp.		
Rhamnaceae	Stenanthemum	sp.		
Tamaricaceae	Tamarix	sp.		
Epacridaceae	Styphelia	sp.		
Urticaceae	Urtica	sp.		
Xanthorrhoeaceae	Xanthorrhoea	sp.		
Euphorbiaceae	Homalanthus	sp.		
Santalaceae	Exocarpos	sp.		
Euphorbiaceae	Bocquillonia	sp.		
Epacridaceae	Dracophyllum	sp.		
Platanaceae	Platanus	sp.		
Proteaceae	Hakea	sp.		
Ericaceae	Arctostaphylos	sp.		
Ericaceae	Rhododendron	sp.		
Caprifoliaceae	Lonicera	sp.		
Dilleniaceae	Hibbertia	sp.		
Lamiaceae	Ballota	sp.		
Labiatae	Thymus	sp.		
Myrtaceae	Taxandria	sp.		
Polemoniaceae	Phlox	sp.		
Cunoniaceae	Pancheria	sp.		
Betulaceae	Alnus	sp.		
Chenopodiaceae	Rhagodia	sp.		
Proteaceae		sp.		
Frankeniaceae	Frankenia	sp.		
Asteraceae	Artemisia?	sp.		
Thymelaeaceae	Pimelea	sp.		
Myrtaceae	Melaleuca	sp.		
Boraginaceae	Heliotropium	sp.		
Asteraceae	Carduus	sp.		
Compositae	Hieracium	sp.		
Fabaceae	Acacia	sp.		Mill.
Loranthaceae	Lysiana	sp.		
Malvaceae	Sphaeralcea	sp.		
Schizaeaceae	Lygodium	sp.		
Mesembryanthemaceae	Ruschia	sp.		
Pinaceae	Larix	sp.		
Scrophulariaceae	Eremophila	sp.		R.Br.
Brassicaceae	Halimolobus	sp.		
Aizoaceae	Drosanthemum	sp.		
Asteraceae	Chrysothamnus	sp.		
Euphorbiaceae	Macaranga	sp.		
Geraniaceae	Pelargonium	sp.		
Fabaceae	Aspalathus	sp.		
Fabaceae	Senna	sp.		Mill.
Chenopodiaceae	Chenopodium	sp.		
Myrtaceae	Thryptomene	sp.		
Blechnaceae	Blechnum	sp.		
Sapindaceae	Dodonaea	sp.		
Scrophulariaceae	Eremophila	sp.		R. Br.
Myoporaceae	Eremophila	sp.		R. Br.
Asteraceae	Stoebe	sp.		
Sapindaceae	Alectryon	sp.		
Brassicaceae	Descurainia	sp.		
Myrtaceae	Astartea	sp.		
Myrtaceae	Baeckea	sp.		
